,dialog_act,utterance
1905,request,"how about the address
"
1906,thankyou,"thank you good b
"
1907,inform,"im looking for a restaurant that serves danish food
"
1908,inform,"looking for something moderately priced on the north side of town
"
1909,inform,"caribbean
"
1910,inform,"expensive french food
"
1911,reqalts,"how about thai
"
1912,request,"id like to know the phone number
"
1913,null,"can i get the
"
1914,inform,"tuscan food south part of town
"
1915,inform,"i want expensive food in the east part of town
"
1916,request,"the phone number please
"
1917,inform,"is there an indian restaurant in the south of town
"
1918,inform,"italian food west part of town
"
1919,request,"can i have the type of food
"
1920,inform,"spanish
"
1921,reqalts,"how about asian
"
1922,inform,"i need a moderately priced restaurant in the west part of town
"
1923,inform,"welsh food in the north part of town
"
1924,inform,"center town
"
1925,request,"what is the area of this venue
"
1926,thankyou,"okay uh thank you and goodbye
"
1927,inform,"can i have a lebanese restaurant
"
1928,inform,"looking for something cheap in the north side of town
"
1929,affirm,"yea in the west part of town
"
1930,inform,"i dont care tv_noise
"
1931,inform,"any any part of town
"
1932,reqalts,"is there anything serving international food
"
1933,inform,"a moderately priced fusion food
"
1934,affirm,"yea whats the address
"
1935,affirm,"yes in the east part of town
"
1936,inform,"looking for a modernity priced restaurant in the south part of town
"
1937,inform,"im looking for a restaurant serving british food then
"
1938,inform,"anything cheap
"
1939,inform,"iam looking
"
1940,request,"can i get the post code please
"
1941,inform,"portuguese food instead
"
1942,bye,"okay thank you and good bye
"
1943,inform,"breath european
"
1944,inform,"im looking for a eritrean restaurant in the center of town
"
1945,inform,"is there any place that serves italian food
"
1946,inform,"looking for corsica food in an expensive restaurant
"
1947,inform,"looking for moderately priced restaurant that serves creative food
"
1948,confirm,"is it in the moderate price range
"
1949,request,"can i have their address
"
1950,inform,"catalonia in the east part of town
"
1951,request,"perfect may i have the address
"
1952,request,"how about the phone number
"
1953,reqalts,"noice how about european
"
1954,reqalts,"kay how about indian food
"
1955,request,"i want to know the address
"
1956,inform,"price does not matter
"
1957,request,"okay whats the address
"
1958,inform,"im looking for polish food
"
1959,inform,"any time
"
1960,inform,"in the east of town
"
1961,inform,"moderately priced serving gastro pub
"
1962,inform,"afghan food
"
1963,request,"and what kind of food
"
1964,inform,"polynesian food in the south part of town
"
1965,inform,"doesnt matter as long as it is moderately priced
"
1966,request,"how much
"
1967,reqalts,"i hate golden wok is there anything else
"
1968,request,"what type of food does the missing sock serve
"
1969,ack,"great day unintelligible
"
1970,request,"uh could you give me the address and telephone number
"
1971,inform,"pan asian
"
1972,inform,"how bout european
"
1973,affirm,"uh yes can i find a moderately priced restaurant and it serve it should serve brazilian food
"
1974,inform,"i need a cheap restaurant in the east part of town
"
1975,inform,"i need restaurant serves spanish food
"
1976,inform,"noise malaysian noise
"
1977,inform,"i would like mexican food
"
1978,affirm,"uh yes id like a restaurant in the west part of town and it should serve christmas food
"
1979,inform,"okay cheap turkish food
"
1980,reqalts,"how about turkish food
"
1981,inform,"expensive restaurant romanian food
"
1982,request,"and finally the post code
"
1983,thankyou,"ok thanks goodbye
"
1984,inform,"im looking for a moderately priced restaurant serving spanish food
"
1985,request,"may i have the address of it
"
1986,inform,"modern euorpean
"
1987,inform,"expensive australian restaurant
"
1988,deny,"that information is not important
"
1989,affirm,"yes barbecue food
"
1990,hello,"hi im looking for a restaurant
"
1991,inform,"yes i dont care about the price range
"
1992,request,"phone number and address
"
1993,null,"carrier
"
1994,request,"what is the whats the phone number
"
1995,inform,"indian food in the south
"
1996,request,"po post code
"
1997,negate,"no eritrean
"
1998,inform,"im looking for an expensive restaurant that serves belgium food
"
1999,inform,"um i need a cheap restaurant
"
2000,inform,"i would like to find a restaurant that serves halal food
"
2001,inform,"i want to find a restaurant in the east part of town that serves canapes foo
"
2002,inform,"canape
"
2003,request,"the area
"
2004,request,"what is address and phone number
"
2005,null,"re
"
2006,reqalts,"how about a castro pub type of food
"
2007,inform,"im looking for a restaurant in the west part of town that should serve english food
"
2008,inform,"i do i dont care
"
2009,inform,"uh italian food
"
2010,request,"and the type of food they serve
"
2011,request,"okay and what area
"
2012,inform,"breath a cheap restaurant in the north part of town
"
2013,affirm,"yes id like an expensive restaurant in the east part of town
"
2014,inform,"im looking for an expensive restaurant that serves gastropub food
"
2015,inform,"i would like steakhouse food
"
2016,inform,"im looking for a restaurant in the center of town that serves lebanese
"
2017,reqalts,"how about spanish food
"
2018,negate,"no how about vietnamese
"
2019,inform,"signapore
"
2020,affirm,"oh god uh yes mediterranean food
"
2021,inform,"medterranean
"
2022,inform,"im looking for a restaurant that serves german food
"
2023,null,"you have a shitty system
"
2024,inform,"doesnt matter
"
2025,confirm,"does it serve chinese type of food
"
2026,inform,"uh i dont mind
"
2027,inform,"uh the south
"
2028,inform,"cheap restaurant in west part of town
"
2029,request,"can i have the phone
"
2030,reqalts,"what else do you have
"
2031,affirm,"yes im looking for a restaurant in the north part of town
"
2032,inform,"expensive restaurant east part of town
"
2033,reqalts,"what about the west part of town
"
2034,inform,"id like a restaurant in the north part of town that serves traditional food
"
2035,affirm,"yes and i dont care about the price range
"
2036,inform,"moderately priced restaurant in the west part of town
"
2037,null,"do uh
"
2038,reqalts,"how about turkish
"
2039,confirm,"does it serve european type food
"
2040,inform,"can i get a restaurant with vegetarian food
"
2041,inform,"im looking for a romanian restaurant
"
2042,inform,"i need a restaurant in the east part of town
"
2043,inform,"id like an expensive restaurant that serves mediteranean food
"
2044,inform,"is there an indian restaurant the east of town
"
2045,null,"background_speech
"
2046,request,"what is the address and telephone number
"
2047,inform,"restaurant in the east part of town international food
"
2048,request,"okay can i have the phone number
"
2049,inform,"im looking for a moderately priced restaurant that serves traditional food
"
2050,inform,"i want a moderately priced restaurant that serves
"
2051,reqalts,"okay how about thai food
"
2052,request,"okay whats the address phone number and area
"
2053,inform,"a restaurant thats serving international food
"
2054,inform,"steakhouse
"
2055,inform,"i am looking for a cheap restaurant and it should be in the west part of town
"
2056,reqalts,"what else
"
2057,confirm,"is it in the east part of town
"
2058,inform,"any food that serves any restaurant thats expensive
"
2059,null,"aristrain
"
2060,inform,"im looking for a restaurant in the west part of town that serves
"
2061,inform,"indonesian food east part of town
"
2062,inform,"im looking for a place that serves mexican food
"
2063,negate,"no indian food
"
2064,request,"thank you can i have the phone number
"
2065,reqalts,"how about ah one that serves asian oriental
"
2066,reqalts,"um how about chinese food in the south part of town
"
2067,reqalts,"ok is there any restaurant that serves chinese food in the east part of town
"
2068,inform,"like to find a restaurant in the east part of town and it should serve indian food
"
2069,negate,"no i want thai food
"
2070,inform,"i need a cheap restaurant serving eritrean food
"
2071,request,"what type of food is there
"
2072,null,"what about
"
2073,inform,"i need a place that serves spanish food
"
2074,null,"thats fine
"
2075,inform,"down town
"
2076,inform,"moderately priced north part of
"
2077,reqalts,"uh what about portuguese food
"
2078,inform,"looking for a moderately priced restaurant and it needs to be in the south part of town
"
2079,null,"what is available in the ar
"
2080,request,"what area of town is it in
"
2081,request,"can i get the address and price range
"
2082,inform,"breath id like to find a moderately priced restaurant in the west part of
"
2083,inform,"christmas food
"
2084,inform,"center
"
2085,inform,"its expensive
"
2086,inform,"i would like a cheap restaurant
"
2087,reqalts,"how about a gastropub restaurant
"
2088,inform,"any area
"
2089,negate,"no south part of town
"
2090,request,"can i get the address phone number and price range
"
2091,affirm,"right in the south side of town though
"
2092,inform,"is there one that serves indian food
"
