,dialog_act,utterance
7756,bye,"okay thank you and good bye
"
7757,request,"phone number
"
7758,inform,"polish food
"
7759,inform,"i want to find a moderately priced restaurant that serves canapes food
"
7760,inform,"vietnamese food
"
7761,negate,"no
"
7762,inform,"can i have a restaurant in the center
"
7763,inform,"any
"
7764,inform,"moderately priced spanish restaurant
"
7765,thankyou,"thank you good bye
"
7766,inform,"fancy restaurant moroccan food
"
7767,thankyou,"thank you good bye
"
7768,request,"how about the phone number
"
7769,reqalts,"how about british type of food
"
7770,inform,"doesnt matter
"
7771,inform,"kosher food
"
7772,inform,"dont care
"
7773,inform,"mexican food
"
7774,bye,"good bye
"
7775,inform,"moderately
"
7776,thankyou,"thank you goodbye
"
7777,inform,"im looking for italian food
"
7778,null,"sil
"
7779,request,"where is it located
"
7780,inform,"expensive
"
7781,inform,"singaporean food
"
7782,thankyou,"thank you good bye
"
7783,inform,"any price range
"
7784,thankyou,"thank you good bye
"
7785,request,"telephone number
"
7786,request,"okay what is the address
"
7787,confirm,"is it in the center of town
"
7788,inform,"west
"
7789,null,"bout
"
7790,request,"what is the address
"
7791,request,"what is the address
"
7792,request,"what is the address and phone number
"
7793,confirm,"is it expensive
"
7794,negate,"no
"
7795,inform,"im looking for a restaurant serving pan asian foo
"
7796,request,"what is their address
"
7797,inform,"im looking for a restaurant in the east part of town and it should serve
"
7798,inform,"i do not care
"
7799,inform,"asian oriental food
"
7800,request,"what type of food
"
7801,request,"phone number
"
7802,thankyou,"thank you good bye
"
7803,request,"what is the address and phone number
"
7804,request,"address and phone number
"
7805,inform,"im looking for a moderately priced restaurant with catalan food
"
7806,inform,"any
"
7807,confirm,"is that in the center
"
7808,confirm,"um is that moderately priced
"
7809,thankyou,"thank you good bye
"
7810,inform,"any type
"
7811,request,"whats the address
"
7812,reqalts,"anything else
"
7813,thankyou,"thank you good bye
"
7814,inform,"any area
"
7815,request,"address please
"
7816,thankyou,"thank you good bye
"
7817,request,"whats the phone number and post code
"
7818,request,"how much does it cost
"
7819,request,"what part of town is it located
"
7820,reqalts,"what about gastropub
"
7821,inform,"caribbean food
"
7822,null,"unintelligible
"
7823,request,"the price range
"
7824,inform,"venetian food
"
7825,request,"whats the phone number
"
7826,inform,"any part of town
"
7827,inform,"scandinavian food
"
7828,request,"can i get the address and phone number
"
7829,inform,"id like a moderately priced restaurant in the west part of town
"
7830,inform,"spanish food in any area
"
7831,inform,"spanish food
"
7832,inform,"expensive korean food
"
7833,affirm,"yes
"
7834,null,"and whats their
"
7835,inform,"i dont care
"
7836,request,"what is the address
"
7837,inform,"i need a moderately priced restaurant in the part of town
"
7838,request,"phone number
"
7839,thankyou,"thank you good bye
"
7840,null,"okay can i
"
7841,thankyou,"thank you good bye
"
7842,inform,"i am looking for a restaurant in the west part of town
"
7843,request,"whats their address
"
7844,thankyou,"thank you good bye
"
7845,ack,"okay um
"
7846,inform,"i dont care
"
7847,request,"whats the address
"
7848,request,"phone number
"
7849,request,"postcode
"
7850,null,"noise
"
7851,request,"post code
"
7852,request,"what is the post code
"
7853,inform,"thai food
"
7854,inform,"indian
"
7855,inform,"moderate price
"
7856,inform,"okay im looking for moderate price range
"
7857,inform,"what about kosher food
"
7858,reqalts,"noise is there anything else
"
7859,request,"whats the price range
"
7860,thankyou,"thank you good bye
"
7861,request,"phone number
"
7862,bye,"good bye
"
7863,thankyou,"thank you good bye
"
7864,inform,"british
"
7865,request,"could i have the phone number and address please
"
7866,inform,"international food
"
7867,reqalts,"is there anything else
"
7868,inform,"it doesnt matter salad
"
7869,null,"unintelligible
"
7870,thankyou,"thank you good bye
"
7871,inform,"i want fusion food
"
7872,thankyou,"thank you good bye
"
7873,request,"phone number
"
7874,inform,"i want a cheap restaurant in the north part of town
"
7875,negate,"no
"
7876,inform,"looking for something cheap
"
7877,affirm,"yes
"
7878,affirm,"yes
"
7879,request,"address
"
7880,thankyou,"thank you good
"
7881,reqalts,"are there any other cheap restaurants in the west part of town
"
7882,inform,"id like a cantonese resturant in the south part of town
"
7883,thankyou,"thank you good bye
"
7884,affirm,"yes
"
7885,request,"area train
"
7886,thankyou,"thank you good bye
"
7887,reqalts,"can i have another option
"
7888,reqalts,"what about chinese food
"
7889,inform,"chinese
"
7890,null,"unintelligible
"
7891,inform,"cheap restaurant
"
7892,inform,"mexican
"
7893,inform,"it doesnt matter
"
7894,inform,"vietnamese food
"
7895,inform,"thats the north
"
7896,thankyou,"thank you good bye
"
7897,inform,"romanian
"
7898,reqalts,"what about european food
"
7899,request,"can i have the phone number
"
7900,request,"and post code
"
7901,null,"system
"
7902,affirm,"yes
"
7903,request,"location
"
7904,inform,"uh north side of town german food
"
7905,request,"address
"
7906,negate,"no
"
7907,request,"whats the phone number
"
7908,thankyou,"thank you good bye
"
7909,thankyou,"thank you goodbye
"
7910,request,"what kind of food does it serve
"
7911,inform,"italian
"
7912,negate,"no im looking for a moderately priced restaurant that serves kosher food
"
7913,inform,"any
"
7914,inform,"was that in the east part of town west part of town
"
7915,thankyou,"thank you good bye
"
7916,inform,"im looking for a restaurant that serves turkish food
"
7917,inform,"im looking for a restaurant in the west part of town and it sh
"
7918,request,"and the phone number
"
7919,inform,"im looking for a moderately priced restaurant in the north
"
7920,thankyou,"thank you good bye
"
7921,request,"address
"
7922,inform,"uh doesnt matter
"
7923,inform,"im looking for a restaurant in the east part of town that serves chinese food
"
7924,request,"address
"
7925,inform,"expensive
"
7926,thankyou,"thank you good bye
"
7927,request,"what kind of food
"
7928,null,"unintelligible
"
7929,reqalts,"is there anything else
"
7930,thankyou,"thank you good bye
"
7931,inform,"okay im looking for an expensive restaurant
"
7932,request,"can i get the phone number
"
7933,request,"okay whats the phone number
"
7934,thankyou,"thank you good bye
"
7935,inform,"i dont care
"
7936,request,"whats the address phone number and price range
"
7937,negate,"no
"
7938,reqalts,"what about indian
"
7939,request,"phone number
"
7940,inform,"im looking for an expensive restaurant in the east part of town
"
7941,request,"address
"
7942,inform,"i dont care
"
7943,thankyou,"thank you good bye
"
7944,request,"the phone number
"
7945,thankyou,"thank you good bye
"
7946,inform,"i dont care
"
7947,inform,"any area
"
7948,thankyou,"thank you good bye
"
7949,request,"price range
"
7950,request,"can i have the address and price range
"
7951,reqalts,"is there anything else
"
7952,inform,"cheap
"
7953,request,"can i get the address
"
7954,request,"where is the phone number
"
7955,inform,"it doesnt matter
"
7956,thankyou,"thank you good bye
"
7957,inform,"im looking for turkish food
"
7958,affirm,"yes
"
7959,request,"phone number
"
7960,null,"is there
"
7961,request,"phone number
"
7962,null,"noise
"
7963,affirm,"yes
"
7964,request,"and the price range
"
7965,inform,"dont care
"
7966,inform,"chinese food
"
7967,inform,"dont care
"
7968,request,"can i have the address the phone number
"
7969,negate,"no
"
7970,inform,"im looking for a restaurant that serves jamaican food
"
7971,request,"phone number
"
7972,request,"whats the price range
"
7973,affirm,"right
"
7974,request,"phone number
"
7975,reqalts,"is there anything else
"
7976,null,"sil
"
7977,null,"unintelligible
"
7978,reqalts,"how about a gastropub
"
7979,inform,"world food
"
7980,inform,"ah im looking for a cheap restaurant
"
7981,affirm,"uh yes im looking for a restaurant that serves afghan food
"
7982,request,"address
"
7983,inform,"danish
"
7984,request,"what is the address and post code
"
7985,request,"the address and phone number
"
7986,null,"sil
"
7987,thankyou,"thank you good bye
"
7988,request,"restaurant two two phone number
"
7989,inform,"malaysian food
"
7990,thankyou,"thank you goodbye
"
7991,null,"sil
"
7992,reqalts,"uh how about turkish type of food
"
7993,inform,"korean
"
7994,null,"do they have
"
7995,inform,"i dont care
"
7996,inform,"british food
"
7997,request,"what type of food do they serve
"
7998,request,"address
"
7999,null,"unintelligible
"
8000,null,"sil
"
8001,request,"address
"
8002,request,"phone number
"
8003,request,"whats its address
"
8004,inform,"south of the town
"
8005,reqalts,"noice how about european
"
8006,reqalts,"how about italian food
"
8007,inform,"welsh food
"
8008,request,"what is their address and telephone number
"
8009,null,"noise
"
8010,thankyou,"thank you
"
8011,inform,"anything
"
8012,inform,"east part of town
"
8013,inform,"i want a polynesian restaurant in the north part of town
"
8014,ack,"kay
"
8015,request,"address
"
8016,request,"whats the phone number
"
8017,inform,"expensive
"
8018,reqalts,"anything else
"
8019,thankyou,"thank you good bye
"
8020,inform,"i want a restaurant in the west part of town that serves venetian food
"
8021,request,"whats the address and post code
"
8022,request,"what type of food does the missing sock serve
"
8023,bye,"good bye
"
8024,thankyou,"thank you goodbye
"
8025,inform,"swedish
"
8026,thankyou,"thank you good bye
"
8027,inform,"i dont care
"
8028,thankyou,"thank you good bye
"
8029,request,"what kind of food
"
8030,request,"address
"
8031,inform,"korean food expensive
"
8032,affirm,"yes
"
8033,inform,"expensive
"
8034,request,"what is the address
"
8035,inform,"hungarian
"
8036,inform,"restaurant in the north part of town that serves
"
8037,inform,"cantonese
"
8038,inform,"i want a cheap restaurant in the south part of town
"
8039,request,"address
"
8040,inform,"im looking for a moderately priced restaurant that serves
"
8041,affirm,"yes im looking for a restaurant in the north part of town
"
8042,request,"what is the phone number
"
8043,request,"address and phone number
"
8044,inform,"it doesnt matter
"
8045,negate,"no
"
8046,confirm,"is there a thai restaurant in the west of town
"
8047,request,"what is the address
"
8048,inform,"canape
"
8049,request,"what is the phone number
"
8050,request,"whats the address
"
8051,thankyou,"thank you goodbye
"
8052,inform,"center
"
8053,inform,"that serves indian food
"
8054,inform,"looking for a cheap restaurant east part of town
"
8055,ack,"okay and ah
"
8056,inform,"im looking for a cheap restaurant in the east part of town
"
8057,thankyou,"thank you good bye
"
8058,request,"what are the address and post code
"
8059,reqalts,"how about french
"
8060,null,"breathing
"
8061,inform,"i dont care
"
8062,inform,"i dont care
"
8063,thankyou,"thank you goodbye
"
8064,inform,"austrian food
"
8065,inform,"afghan
"
8066,request,"address
"
8067,reqalts,"how about portuguese
"
8068,inform,"south side of town
"
8069,request,"what is the phone number
"
8070,inform,"im looking for an expensive restaurant in the north part of town
"
8071,request,"type of food
"
8072,request,"and what kind of food do they serve
"
8073,affirm,"yes
"
8074,inform,"north
"
8075,thankyou,"thank you good bye
"
8076,inform,"any
"
8077,thankyou,"thank you
"
8078,request,"whats the phone number
"
8079,request,"and the phone number
"
8080,thankyou,"thank you goodbye
"
8081,reqalts,"how about chinese food
"
8082,request,"what is the phone number
"
8083,inform,"im looking for a restaurant in the north part of town
"
8084,request,"can i have the address
"
8085,affirm,"yes
"
8086,thankyou,"thank you
"
8087,inform,"any
"
8088,inform,"im looking for a expensive restaurant
"
8089,thankyou,"thank you good bye
"
8090,affirm,"yes
"
8091,inform,"i dont care
"
8092,reqalts,"anything else
"
8093,reqalts,"how about one that serves british food
"
8094,request,"phone number
"
8095,hello,"hello
"
8096,confirm,"is it hungarian
"
8097,reqalts,"how about chinese food
"
8098,request,"phone number
"
8099,thankyou,"thank you goodbye
"
8100,request,"can i have the address
"
8101,reqalts,"is there anything else
"
8102,inform,"im looking for an indian restaurant in the north part of town
"
8103,request,"and the post code
"
8104,inform,"any
"
8105,request,"address
"
8106,inform,"moderately priced restaurant in the south part of town
"
8107,inform,"singaporean food
"
8108,reqalts,"is there anything else
"
8109,inform,"uh dont care
"
8110,request,"price range
"
8111,affirm,"yes
"
8112,inform,"gastropub food
"
8113,inform,"west part of town
"
8114,inform,"restaurant in the center serving persian food
"
8115,request,"can i have the phone number and post code please
"
8116,negate,"no
"
8117,request,"address
"
8118,request,"whats the address and phone number
"
8119,inform,"i am looking for a moderately priced restaurant in the
"
8120,inform,"south
"
8121,request,"address
"
8122,thankyou,"thank you good bye
"
8123,inform,"any
"
8124,request,"whats the address
"
8125,thankyou,"thank you good bye
"
8126,affirm,"yes
"
8127,inform,"looking for a restaurant in the north side of town
"
8128,thankyou,"thank you good bye
"
8129,inform,"catalan food north part of town
"
